# 43 windows of real detrended PPG, captured from the wrist overnight 2026-08-08 --
# the first night the capture path reached the phone (a u8 sample count could not
# express 256, so every earlier window was discarded as malformed).
# truth_bpm is the dominant spectral peak in 30-214 bpm, computed independently of
# the autocorrelation the estimator uses, so it cannot rubber-stamp the estimator's
# own mistakes. It is not an ECG; treat a disagreement as a question, not a verdict.
# Samples are int8, already detrended and scaled by the firmware.
time,truth_bpm,samples
2026-08-09 07:46:26,73,69 89 88 96 92 68 48 24 28 24 32 37 35 35 33 27 37 39 41 53 53 60 68 72 76 86 60 40 20 12 9 11 1 9 7 1 3 -1 11 10 22 24 30 34 48 48 48 44 4 -1 -27 -25 -31 -23 -21 -39 -33 -33 -26 -28 -12 -20 -6 -2 6 6 12 21 31 15 -19 -35 -41 -61 -39 -49 -41 -46 -36 -44 -36 -34 -24 -26 -16 -4 1 21 25 15 -11 -29 -39 -55 -47 -44 -36 -48 -34 -46 -38 -44 -36 -30 -29 -13 -13 -1 27 15 -3 -35 -47 -51 -50 -48 -44 -46 -48 -42 -46 -34 -36 -23 -17 -5 -9 9 13 29 7 -3 -44 -46 -56 -68 -62 -54 -52 -48 -50 -48 -43 -33 -33 -29 -13 -19 -3 7 9 -14 -38 -48 -66 -56 -58 -62 -48 -60 -51 -49 -47 -43 -37 -31 -11 -9 1 3 6 8 -24 -38 -48 -46 -52 -54 -36 -43 -41 -43 -27 -27 -19 -27 -5 -3 6 18 30 20 0 -22 -26 -30 -26 -26 -21 -25 -9 -13 -17 -7 -9 -5 11 22 40 42 52 44 28 6 4 -22 -5 -15 1 -5 -1 1 1 7 11 17 32 48 48 66 72 74 66 48 32 21 11 17 21 21 29 31 31 31 42 52 46 54 64 80 82 100 112 114 101 81
2026-08-09 07:56:17,70,-12 -17 -21 -2 -14 -10 -7 5 -4 28 31 51 62 74 81 77 68 64 32 15 -17 -30 2 -19 1 4 0 -13 15 14 18 22 49 37 52 80 67 95 66 58 21 9 -24 -12 -12 7 3 14 18 5 5 12 24 39 39 58 54 73 69 93 80 48 3 15 -18 18 25 33 24 32 16 7 31 58 50 61 73 64 60 71 95 70 50 9 -27 -35 -52 -40 -9 -33 -18 -26 -35 -23 -24 0 3 7 23 2 34 45 49 28 -28 -41 -61 -74 -86 -75 -75 -55 -72 -60 -69 -61 -66 -38 -31 -39 -28 -32 -9 3 -9 -22 -82 -107 -107 -108 -80 -89 -81 -82 -78 -83 -71 -68 -60 -28 -37 -25 -26 -26 -7 -11 -36 -80 -93 -93 -106 -98 -98 -99 -91 -84 -76 -81 -93 -78 -66 -31 -31 -28 -28 -12 3 -29 -46 -70 -95 -87 -104 -108 -93 -77 -86 -78 -54 -83 -63 -56 -28 -29 3 -10 10 9 29 16 4 -33 -29 -61 -50 -34 -27 -23 -8 -36 -17 3 2 6 21 17 33 60 48 83 71 74 74 45 -3 -8 4 3 3 23 22 26 25 41 20 40 51 63 46 78 85 77 101 92 64 51 19 14 38 49 29 40 44 51 39 59 58 62 69 65 88 88 95 107 110 102
2026-08-09 08:06:11,68,32 35 49 41 63 72 84 92 76 53 45 39 25 25 32 26 28 32 27 35 33 39 54 62 66 52 72 87 79 57 25 12 4 -6 2 -7 1 -3 7 -1 -2 16 8 14 29 47 47 49 60 64 36 4 -2 -7 -21 -27 -29 -26 -20 -30 -40 -29 -15 -7 1 -9 14 18 26 34 53 31 9 3 -18 -26 -38 -40 -26 -33 -25 -35 -29 -20 -18 -14 -4 3 15 15 25 35 22 -4 -20 -38 -47 -37 -45 -37 -42 -40 -42 -46 -37 -45 -25 -27 -13 -8 4 -2 10 -19 -29 -57 -65 -77 -88 -80 -78 -88 -73 -77 -81 -75 -62 -58 -60 -44 -29 -19 -19 -7 3 -28 -60 -68 -78 -85 -97 -89 -97 -90 -92 -98 -102 -92 -71 -61 -63 -51 -42 -30 -28 -10 -5 -3 -25 -35 -65 -72 -74 -80 -74 -71 -75 -69 -67 -62 -58 -56 -44 -34 -19 -9 1 17 32 44 44 26 9 -15 -13 -23 -17 -12 -12 -18 -14 -13 -1 5 11 20 28 36 34 48 69 61 65 51 36 18 26 24 19 29 17 37 29 44 32 48 42 49 55 79 81 94 88 60 40 26 13 9 21 27 28 16 30 20 25 27 47 47 55 62 64 84 92 97 73 57 35 18 6 2 2 -2 -5 -1 5 5
2026-08-09 08:15:57,68,-54 -60 -61 -42 -53 -47 -38 -29 -14 -12 -3 -4 23 12 4 -27 -36 -43 -39 -62 -53 -54 -57 -63 -62 -55 -46 -40 -33 -32 -23 -7 -10 1 16 27 21 2 -13 -22 -40 -43 -52 -45 -46 -54 -53 -50 -53 -39 -38 -33 -36 -22 -11 -14 9 8 20 35 14 1 -15 -32 -25 -32 -43 -25 -30 -37 -42 -22 -19 -16 -9 -1 6 3 24 29 35 48 51 36 18 3 -6 -1 -12 -12 -1 -10 5 1 4 25 10 21 29 36 45 48 52 75 74 69 43 40 31 20 9 5 16 9 12 14 13 24 23 24 32 37 54 55 71 78 85 92 79 61 46 27 18 16 19 26 21 21 22 29 26 39 35 44 57 58 66 77 90 91 86 66 51 32 23 27 20 37 42 28 37 30 43 50 50 61 74 69 85 92 99 82 55 45 26 23 18 8 17 14 29 15 10 17 28 35 33 44 55 66 72 63 58 33 14 -10 -15 -30 -27 -27 -34 -37 -38 -47 -39 -32 -41 -30 -34 -9 -8 7 11 20 -11 -22 -43 -73 -78 -71 -74 -74 -81 -80 -87 -82 -80 -73 -68 -71 -53 -40 -27 -12 -10 1 -14 -31 -60 -72 -77 -82 -73 -69 -66 -65 -62 -71 -53 -60 -41 -28 -16 -7 -4 13
2026-08-09 08:28:38,67,-11 -3 11 5 14 24 26 26 18 -3 -19 -25 -31 -39 -29 -36 -30 -38 -34 -32 -17 -23 -21 -3 -1 -11 12 16 24 20 30 9 -21 -31 -45 -27 -37 -36 -40 -40 -36 -36 -33 -35 -31 -25 -9 3 10 10 28 20 30 15 5 -17 -35 -27 -31 -38 -28 -34 -26 -32 -29 -23 -13 -19 -9 11 8 10 32 32 46 39 31 15 -3 -13 -3 6 8 6 4 12 17 17 13 11 11 31 32 46 54 52 72 67 49 45 21 15 5 10 2 8 6 6 5 1 5 5 17 15 24 34 36 34 50 45 37 31 13 -7 -19 -18 -28 -20 -24 -12 -23 -13 -17 -11 -21 -7 -2 2 8 8 24 27 31 29 13 -15 -31 -38 -42 -38 -36 -26 -19 -19 -25 -17 -21 -11 -6 -2 8 20 28 35 33 47 41 21 9 -8 -8 -10 -10 4 7 5 5 5 15 11 32 20 34 50 40 59 63 53 35 7 3 0 -14 -14 -2 -8 -3 -11 -1 -7 -3 -3 0 12 24 24 32 31 39 21 -5 -25 -35 -28 -32 -24 -46 -26 -31 -23 -33 -9 -25 -21 -12 0 6 6 12 21 25 7 -3 -23 -41 -40 -42 -38 -30 -42 -39 -35 -33 -33 -23 -23 -26 -10 6 6 -2 13 13 7 -3 -25
2026-08-09 08:38:38,70,48 33 53 32 12 -12 -17 -19 -17 -24 -22 -19 -23 -27 -10 -12 -23 -1 5 -8 0 5 11 21 28 18 -18 -17 -31 -36 -50 -48 -41 -47 -58 -36 -28 -21 -23 -13 -8 -2 1 13 13 24 12 -1 -13 -23 -28 -40 -23 -33 -23 -26 -18 -4 -9 -3 -6 4 24 27 31 36 38 36 27 11 -8 -22 -14 -19 -17 -13 -10 -8 -3 -5 -3 2 -2 25 17 27 26 32 19 27 11 -18 -20 -30 -19 -25 -28 -20 -22 -13 -11 -8 -2 -10 1 -1 17 22 18 15 21 1 -12 -26 -31 -41 -23 -34 -30 -25 -15 -11 -12 -10 -22 -1 3 16 22 34 43 45 36 14 6 -11 -5 0 -4 -10 3 17 15 14 16 29 31 39 54 54 61 59 73 56 50 40 33 27 22 30 32 25 35 36 36 30 35 45 52 56 60 65 59 63 60 32 19 3 -9 -8 -12 -3 -9 -19 -8 -4 -7 7 7 12 14 14 33 33 36 30 38 5 -19 -34 -34 -44 -47 -45 -37 -42 -44 -37 -43 -31 -28 -32 -23 -15 -5 -16 -2 3 9 11 -16 -34 -34 -47 -53 -44 -46 -54 -55 -49 -42 -24 -36 -25 -17 -16 -6 4 15 15 27 36 34 19 -5 -17 -18 -14 -11 -13 -9 -18 -20 -18 -9 -13
2026-08-09 08:48:38,67,15 13 16 14 15 13 14 13 13 18 17 19 20 19 19 17 16 13 8 8 5 5 7 7 5 5 3 4 4 5 7 6 9 8 6 8 8 12 13 12 8 1 0 -3 -3 -1 -4 -4 -4 -5 -4 -3 -5 -6 -5 -1 -2 0 0 2 2 4 6 6 1 2 -4 -7 -5 -8 -6 -4 -6 -7 -3 -3 -5 -4 -3 0 1 3 3 5 4 7 6 7 3 0 -3 -2 -4 -4 -4 0 -1 -2 1 -1 -1 -1 1 1 3 4 5 6 7 4 -2 -4 -7 -10 -7 -8 -11 -7 -10 -8 -9 -10 -11 -8 -8 -7 -6 -6 -6 -3 -4 -4 -9 -12 -17 -14 -19 -22 -19 -19 -16 -17 -19 -19 -17 -17 -15 -14 -14 -14 -11 -9 -10 -8 -11 -17 -20 -18 -22 -20 -22 -18 -20 -19 -18 -19 -16 -15 -14 -13 -12 -8 -10 -6 -4 -6 -4 -6 -11 -10 -12 -16 -12 -10 -11 -11 -11 -11 -10 -7 -10 -10 -6 -5 -5 -4 -2 -5 -4 -10 -10 -15 -17 -13 -16 -18 -15 -17 -15 -17 -16 -12 -13 -13 -11 -9 -8 -7 -8 -6 -7 -9 -14 -17 -18 -18 -20 -17 -12 -6 0 8 1 2 8 23 19 33 39 41 40 41 36 34 27 26 36 42 43 48 55 63 64 75 86 8
2026-08-09 08:56:55,71,77 77 89 93 86 74 42 42 34 30 66 34 38 46 38 55 31 71 47 67 71 79 79 71 79 67 64 32 12 28 32 12 24 36 44 44 24 40 45 49 61 57 61 81 73 45 29 21 -23 -15 -10 -6 2 -14 6 2 -2 -10 14 14 30 31 27 35 15 3 -9 -33 -65 -53 -57 -53 -64 -48 -76 -40 -56 -64 -36 -44 -32 -32 -28 -16 5 -15 -19 -47 -83 -71 -95 -103 -79 -91 -95 -78 -90 -62 -54 -74 -62 -54 -50 -34 -42 -34 -10 -25 -41 -69 -89 -65 -81 -69 -73 -73 -77 -49 -60 -68 -72 -64 -52 -28 -24 -20 -20 0 -4 -28 -43 -63 -43 -63 -59 -39 -39 -43 -35 -43 -51 -19 -6 -6 -6 14 14 26 18 6 -34 -38 -42 -37 -21 -25 -29 -25 -25 -57 -41 -25 -21 -9 -17 8 0 12 16 12 4 -12 -36 -24 -52 -56 -39 -55 -27 -39 -39 -15 -27 -23 -23 -23 9 25 14 50 38 38 14 2 -30 -30 -34 -22 -26 -17 -21 -17 -5 -13 -13 7 31 11 27 19 55 44 40 68 64 32 20 8 0 8 28 16 29 5 13 21 29 25 25 33 41 69 73 65 70 46 50 18 2 10 18 30 42 54 42 38 39 35 47 55 75 71 67 99 91 75
2026-08-09 09:05:56,66,57 49 55 57 65 75 63 75 75 79 59 25 19 19 15 15 13 11 15 3 -3 7 15 23 21 23 33 35 37 51 63 49 51 13 11 7 17 15 19 27 25 23 17 25 19 31 32 42 50 44 48 58 66 64 60 36 12 -4 8 -2 -8 -2 4 -2 -8 -8 2 2 6 6 6 16 18 16 20 28 28 16 -8 -20 -34 -36 -26 -32 -22 -28 -24 -38 -28 -36 -28 -30 -22 -16 -18 -16 -10 2 -6 -26 -54 -70 -80 -86 -76 -72 -86 -80 -82 -84 -94 -84 -66 -60 -52 -52 -42 -44 -32 -38 -36 -52 -74 -84 -92 -88 -80 -72 -72 -78 -68 -68 -66 -52 -52 -42 -44 -32 -26 -26 -8 -10 0 -8 -38 -56 -64 -64 -70 -60 -49 -50 -59 -47 -57 -49 -39 -45 -27 -25 -17 -5 -5 -7 19 15 9 -19 -21 -37 -35 -31 -31 -21 -25 -29 -19 -29 -25 -21 -5 9 -5 3 11 13 19 19 41 35 29 7 -17 -21 -7 -19 -19 -13 -19 -17 -7 -17 3 1 1 25 29 21 27 33 55 61 61 41 31 19 13 11 15 11 21 21 15 13 23 31 37 33 43 51 43 57 55 53 69 71 77 59 33 17 27 23 31 33 29 33 27 25 31 33 45 57 57 57 59 69
2026-08-09 09:16:27,72,44 58 65 71 71 87 77 69 39 13 21 10 16 16 14 26 18 20 22 23 25 27 31 31 43 43 41 61 50 62 44 32 12 -6 -10 -8 -6 -7 -13 -17 -19 -17 -15 -21 -1 -2 0 2 12 14 24 34 14 -8 -21 -23 -31 -29 -21 -5 -11 -9 -11 -12 -2 -2 0 6 12 18 22 29 17 13 -7 -27 -25 -31 -35 -19 -24 -24 -20 -22 -14 -20 4 -8 -6 9 13 19 31 31 33 13 -1 -34 -28 -36 -40 -24 -26 -22 -32 -26 -25 -19 -13 -19 -15 -1 5 3 21 22 24 -4 -22 -44 -52 -50 -42 -45 -39 -47 -51 -43 -53 -41 -43 -39 -32 -36 -34 -26 -16 -24 -44 -64 -58 -69 -65 -59 -49 -45 -57 -53 -55 -45 -34 -32 -20 -30 -32 -20 -16 -28 -39 -63 -63 -73 -57 -61 -45 -51 -39 -48 -34 -42 -28 -22 -18 2 4 5 17 19 1 -21 -31 -27 -33 -25 -30 -18 -22 -20 -16 -16 -8 -2 0 9 13 9 25 35 39 29 11 -3 -6 -6 2 -2 8 10 8 4 17 11 27 27 39 49 49 51 59 72 60 40 22 16 10 18 4 14 19 15 13 23 19 17 35 31 38 38 48 52 52 68 52 28 20 17 19 31 29 25 31 29 31 41 46 44
2026-08-09 09:26:00,74,25 49 38 62 39 59 91 64 44 -3 29 -3 2 2 6 27 35 20 32 20 33 37 58 58 62 83 75 63 64 52 37 29 9 34 10 55 47 35 36 36 36 41 57 58 66 82 79 99 87 72 12 13 -3 5 26 14 19 3 7 4 52 32 41 29 26 34 54 43 63 48 16 -52 -31 -31 -27 -26 -50 -37 -57 -41 -32 -48 -43 -47 -15 -18 -2 -14 7 -1 -32 -44 -64 -83 -83 -78 -66 -86 -77 -73 -81 -84 -68 -63 -67 -39 -38 -46 -9 -17 -29 -56 -68 -48 -79 -71 -74 -82 -70 -53 -73 -76 -68 -60 -67 -55 -47 -34 -38 -29 -13 -45 -48 -88 -96 -95 -99 -94 -90 -70 -85 -97 -88 -64 -84 -43 -59 -43 -26 -14 -13 -17 -37 -68 -68 -83 -79 -83 -66 -50 -58 -65 -53 -44 -44 -44 1 1 -10 18 18 23 11 -13 -24 -32 -39 -27 -27 -22 10 -13 -25 -21 -16 0 4 21 17 34 50 46 39 15 0 -8 12 5 9 13 2 -2 35 27 39 60 52 61 61 69 70 58 46 23 15 20 -8 28 29 25 26 38 30 39 43 67 48 80 97 77 85 82 62 39 19 11 12 0 4 17 21 14 18 6 43 35 36 44 44 69 69 85 58 34 23 11
2026-08-09 09:35:55,74,63 55 39 15 7 -5 15 31 -1 27 27 19 20 32 20 20 32 32 56 56 60 68 60 20 20 0 4 1 5 29 29 21 9 9 17 13 17 21 17 29 33 49 54 42 22 10 -6 -10 -14 2 6 14 10 -2 10 14 15 15 15 11 47 23 11 -1 -33 -41 -25 -33 -25 -41 -21 -48 -16 -24 -36 -32 -12 -28 4 -8 -8 4 -4 -20 -44 -60 -55 -47 -27 -47 -39 -15 -35 -27 -39 -27 -7 -11 -7 -15 2 2 18 18 -10 -22 -62 -46 -46 -42 -46 -22 -34 -42 -50 -41 -5 -13 -5 7 -9 -5 -5 3 -5 -25 -49 -37 -53 -37 -28 -12 -24 -20 -28 -32 -24 0 -16 4 -4 16 28 20 16 -27 -31 -51 -43 -35 -27 -23 -35 -27 -31 -43 -31 -35 -23 -14 -2 6 2 -6 -10 -42 -66 -50 -58 -30 -50 -46 -22 -54 -49 -37 -9 -25 -17 11 27 11 27 19 23 15 -37 -33 -25 -36 -24 -28 -36 0 -16 0 -12 -12 8 24 12 24 44 37 37 57 65 29 1 -19 -7 17 9 29 17 29 41 -3 26 34 38 42 42 34 42 46 70 50 74 46 14 26 -2 15 19 11 19 19 19 -5 7 15 35 51 27 47 43 47 36 16 0 -8 -24 -20 -16 0
2026-08-09 09:46:07,68,-4 -1 22 26 21 53 36 31 31 6 14 -3 -32 -32 -25 -9 -10 -11 -3 20 4 11 10 22 9 37 52 27 47 46 58 41 36 48 23 3 10 1 25 28 4 7 10 18 29 17 40 36 39 38 38 53 61 48 11 19 2 10 1 -4 20 -17 19 -6 1 5 16 16 15 38 14 25 37 48 47 -1 -2 -14 -19 -8 -20 7 -21 -26 -7 1 -16 -8 11 -6 6 5 21 20 3 -17 -18 -42 -47 -48 -32 -25 -37 -22 -39 -23 -40 -32 -13 -13 2 5 -3 -4 11 -1 2 -30 -63 -67 -40 -69 -65 -50 -62 -35 -48 -60 -49 -37 -42 -27 -19 -12 -28 -29 -26 -10 -19 -59 -64 -61 -65 -66 -54 -51 -76 -56 -57 -53 -46 -47 -39 -40 -32 -53 -2 -18 13 9 -16 -37 -29 -46 -46 -55 -44 -48 -45 -49 -50 -35 -15 -20 -36 7 -10 2 -19 1 28 8 19 14 6 1 -15 -32 -17 -13 -26 -14 -7 -24 -8 3 -1 2 13 21 32 16 35 34 38 37 5 -8 -1 -1 -2 -2 1 -20 -12 -29 11 -6 17 29 36 40 51 50 50 65 61 48 47 43 2 6 1 8 -12 31 7 42 30 5 4 24 19 31 22 33 49 56 64 59 70 54 53 41 4 35
2026-08-09 09:58:39,85,46 9 -11 4 16 21 24 19 15 17 23 25 24 16 12 12 14 14 12 19 18 17 15 16 22 25 35 43 42 48 50 53 51 49 44 36 33 33 28 29 25 21 19 14 17 20 19 20 18 14 12 8 9 6 8 8 4 6 4 6 7 7 6 6 6 3 3 -3 -4 -2 -3 -1 1 -2 -2 -3 -6 -4 -3 -2 -4 -4 -9 -10 -11 -13 -15 -14 -15 -17 -15 -16 -14 -15 -13 -12 -11 -12 -15 -19 -21 -24 -24 -22 -23 -24 -25 -20 -22 -24 -21 -23 -22 -21 -22 -21 -21 -26 -26 -29 -30 -27 -29 -27 -30 -28 -29 -27 -28 -27 -24 -28 -26 -26 -28 -32 -31 -32 -36 -35 -32 -32 -32 -34 -32 -33 -32 -33 -32 -31 -29 -30 -29 -30 -36 -35 -34 -37 -36 -34 -33 -32 -33 -35 -34 -31 -31 -29 -28 -28 -29 -28 -32 -34 -34 -31 -32 -28 -28 -25 -26 -23 -26 -21 -23 -17 -16 -19 -14 -18 -19 -18 -19 -19 -19 -17 -16 -16 -12 -13 -12 -7 -7 -4 -4 -1 2 3 7 5 5 1 1 2 1 5 8 7 10 13 13 15 15 18 21 25 25 27 29 34 34 35 37 40 40 39 40 33 38 38 41 44 44 47 47 49 53 53 58 58 62 65 66 69 71 72
2026-08-09 10:06:08,88,-102 -116 -122 -127 -125 -101 -81 -52 -28 -16 3 29 43 54 60 46 38 31 35 35 36 50 44 49 41 61 63 68 76 66 89 79 63 43 36 28 36 35 45 29 36 42 46 50 51 61 63 76 80 66 57 25 17 17 4 18 22 13 21 17 23 16 36 38 33 53 55 36 16 14 2 1 3 1 8 0 6 5 17 17 23 34 50 36 17 -1 -21 -22 -20 -36 -24 -23 -17 -17 -18 0 6 4 9 25 39 12 -8 -22 -33 -43 -37 -29 -32 -24 -26 -19 -15 -15 6 2 12 12 3 -11 -35 -40 -48 -50 -45 -43 -37 -35 -40 -44 -34 -29 -23 -13 -9 -26 -26 -52 -69 -71 -67 -68 -64 -52 -60 -49 -55 -53 -46 -44 -30 -37 -53 -69 -75 -82 -92 -96 -91 -103 -87 -80 -86 -80 -74 -53 -47 -47 -48 -64 -62 -76 -93 -79 -77 -68 -68 -60 -49 -51 -49 -23 -36 -12 -20 -39 -41 -47 -44 -36 -34 -16 -13 -1 -3 0 12 2 20 21 33 41 32 22 6 -1 1 3 11 -4 16 18 27 35 37 52 62 62 62 57 41 41 18 14 8 23 35 31 31 34 42 56 67 59 75 79 72 42 26 21 27 25 22 34 30 46 45 49 49 48 58 70 79 77 65 47
2026-08-09 10:26:03,86,-16 -8 -18 -8 -22 -8 -27 -19 -19 -23 -25 -19 -17 -21 -18 -18 -6 -12 -4 0 6 14 13 23 23 29 31 39 51 49 60 52 54 48 56 46 34 38 29 19 27 29 13 13 23 21 14 10 16 16 14 20 18 16 13 1 5 1 3 7 7 -7 -2 -6 2 4 12 8 -2 8 13 1 -7 -9 -11 -7 -15 -13 -14 -6 -2 -14 -4 2 4 -4 -1 -7 -9 -13 -5 -11 -7 -1 6 -8 8 16 2 10 10 14 11 13 17 19 13 9 13 3 0 -4 8 0 0 -6 -14 2 1 3 3 9 5 -13 -25 -21 -18 -18 -26 -20 -26 -42 -36 -26 -35 -19 -15 -17 -17 -15 -21 -41 -38 -36 -28 -34 -36 -28 -38 -36 -33 -25 -31 -21 -21 -21 -19 -31 -28 -30 -30 -26 -28 -32 -32 -20 -15 -27 -19 -21 -15 -7 -15 -11 -10 -20 -16 -22 -24 -22 -16 -28 -19 -19 -27 -21 -21 -15 -5 -5 -2 -20 -26 -22 -18 -20 -26 -22 -13 -7 -7 -15 -7 -9 -7 -3 -2 10 2 12 8 0 -6 0 -5 3 9 1 1 7 5 19 8 10 14 6 8 14 8 -4 -3 -1 -1 -11 -1 1 5 11 12 20 30 36 30 44 38 38 39 51 43 49 57 57 57 71 70 70
2026-08-09 10:38:36,78,-35 -36 -36 -34 -36 -34 -33 -26 -25 -26 -24 -29 -31 -31 -33 -36 -40 -45 -39 -38 -36 -39 -29 -24 -21 -19 -13 -10 0 0 5 9 -1 2 -1 1 0 -1 2 0 7 13 15 24 32 41 55 61 66 64 60 59 55 52 50 51 50 48 45 42 39 37 38 37 38 31 32 30 30 25 21 15 15 8 10 6 16 6 6 5 9 11 14 12 14 14 13 17 11 7 2 -2 -6 -6 -7 -10 -15 -13 -12 -10 -7 -10 -13 -1 -2 1 -1 4 -1 -4 -10 -9 -16 -13 -16 -10 -9 -8 -12 -9 -1 -2 -4 0 6 8 4 3 -6 -10 -4 -8 -7 -9 -6 -10 -8 -8 -7 0 -2 1 1 1 4 2 4 -2 -6 -14 -10 -10 -8 -13 -11 -14 -16 -15 -18 -20 -20 -21 -21 -19 -20 -18 -21 -21 -21 -24 -15 -13 -14 -11 -9 -12 -14 -14 -19 -15 -14 -10 -7 -6 -7 -5 -3 -6 -11 -17 -14 -8 -12 -10 -9 -7 -8 -7 -9 -4 -2 -1 3 11 -3 1 -6 -4 -6 -7 -6 -4 -4 -5 3 -3 -4 2 3 3 3 7 2 -2 -1 -1 -6 -7 -5 -12 -5 -15 -2 -12 -3 -5 1 1 5 8 14 12 12 17 18 20 16 18 19 20 21 16 23 24 25 19
2026-08-09 10:46:05,72,41 39 42 38 37 37 35 35 34 32 34 32 32 31 31 31 32 34 34 35 34 32 31 29 27 24 24 23 22 21 21 19 21 19 21 20 22 21 24 26 25 28 25 25 19 17 17 15 13 16 13 13 12 13 13 14 13 14 16 18 18 18 20 19 20 15 14 10 9 3 -2 -4 -11 -9 -6 -7 -4 -1 1 0 0 4 2 3 1 -4 -7 -9 -8 -10 -13 -15 -16 -16 -18 -20 -18 -19 -15 -21 -18 -21 -24 -17 -25 -26 -28 -30 -33 -35 -39 -39 -42 -40 -41 -44 -42 -44 -44 -45 -43 -46 -42 -42 -43 -45 -47 -47 -50 -55 -57 -62 -66 -65 -67 -68 -64 -64 -60 -59 -53 -53 -51 -47 -44 -45 -41 -42 -43 -46 -44 -46 -45 -49 -47 -49 -48 -46 -45 -46 -45 -46 -47 -48 -43 -45 -43 -42 -46 -43 -45 -43 -45 -43 -40 -37 -34 -31 -25 -24 -19 -14 -7 -8 -6 -2 2 4 6 8 7 6 4 6 7 7 7 9 9 12 11 15 17 17 21 21 23 27 27 29 29 28 27 26 28 29 28 30 31 30 29 34 33 31 35 36 39 41 43 43 44 41 40 41 38 38 38 39 38 39 40 40 40 44 45 44 44 44 47 47 43 41 40 40 40 36
2026-08-09 11:07:17,34,14 16 11 13 16 13 11 12 15 10 12 12 9 3 7 10 10 11 7 3 8 8 5 10 3 3 2 7 0 0 2 -3 -4 0 -2 -4 -2 -3 8 10 16 13 12 8 13 13 10 10 12 5 3 -7 -9 -5 1 2 4 8 5 6 6 2 -8 -10 -6 -8 -1 11 10 5 4 3 7 2 8 6 6 5 5 -2 -10 -20 -26 -31 -21 -28 -22 -18 -20 -11 -14 -10 -4 -10 -6 -8 -6 -7 -11 -6 -8 -7 -9 2 -5 -6 -7 -12 3 13 17 17 15 13 22 19 18 22 24 16 18 17 19 18 20 20 15 19 11 8 10 5 0 -3 -8 -20 -21 -16 -18 -18 -25 -28 -19 -13 -6 -4 2 14 2 -3 2 0 -4 -3 -3 -2 1 -5 -4 -3 -8 -9 -9 -13 -17 -20 -31 -31 -39 -36 -46 -42 -30 -42 -28 -56 -92 -117 -92 -124 -109 -96 -104 -104 -91 -65 -31 -31 -4 12 14 17 16 10 14 21 22 27 25 21 32 28 29 25 33 37 36 40 39 38 44 37 33 33 37 29 36 33 30 12 -25 -67 -88 -88 -82 -64 -72 -79 -66 -21 3 10 24 19 28 31 28 28 30 40 36 46 55 47 36 51 57 59 56 43 32 18 20 30 42 51
2026-08-09 11:15:56,56,-88 -88 -91 -88 -65 -39 -15 0 9 8 19 16 17 20 15 19 13 9 12 1 3 0 -1 -8 -5 -10 -13 -12 -22 -25 -29 -24 -22 -23 -19 -18 -21 -20 -21 -10 -3 2 14 17 31 29 19 8 15 11 19 18 20 22 14 0 -36 -61 -58 -27 -15 -25 -21 -17 -28 -29 -54 -57 -3 17 29 46 38 51 37 35 33 33 33 41 51 42 38 38 37 30 19 17 14 23 26 30 29 32 33 32 29 33 28 28 31 34 31 28 32 30 27 23 17 18 19 18 13 13 9 14 11 12 12 11 7 3 11 3 2 -1 1 -3 1 1 -4 -5 -2 -2 -10 -7 -12 -9 -7 -9 -9 -9 -11 -8 -10 -7 -10 -3 -11 -15 -13 -14 -8 -14 -16 -14 -13 -8 -8 -7 -5 -13 -12 -18 -20 -16 -15 -23 -18 -19 -15 -12 -8 -12 -10 -4 -7 -16 -15 -15 -16 -12 -16 -12 -9 -6 -8 -4 -12 -9 -4 -13 -8 -9 -8 -3 -3 -11 -8 -3 0 -6 -8 -6 -1 0 -7 -8 -9 -4 -6 -4 -7 -2 -1 -2 -7 -2 -3 1 -2 0 -2 -2 -5 -1 0 0 3 4 1 -1 3 5 6 2 2 2 3 2 -3 1 5 3 2 2 -1 5 8 1 9 0 -1 6 1 0
2026-08-09 11:25:55,34,9 11 11 10 10 11 9 9 7 6 5 5 3 -2 -4 -2 -4 -9 -9 -9 -6 -2 1 3 2 0 2 4 0 0 2 -4 -2 4 8 9 10 10 9 10 10 8 9 9 9 8 7 5 5 5 4 3 4 4 4 3 3 4 4 3 3 2 3 3 4 3 2 2 3 3 0 -2 1 0 0 0 -3 -2 1 -1 -2 -4 -2 -2 -5 -8 -7 -5 -4 -4 -4 -3 -3 -3 -4 -6 -6 -3 -4 -7 -8 -4 -5 -6 -7 -6 -3 -4 -6 -9 -8 -7 -6 -9 -8 -6 -5 -5 -6 -8 -6 -6 -11 -20 -18 -22 -31 -80 -106 -84 -44 -37 -31 -18 0 5 -4 -6 3 9 5 4 5 6 11 11 9 9 10 12 9 10 8 13 15 16 17 16 17 16 10 5 6 9 8 6 2 4 3 0 -13 -41 -68 -59 -26 -16 -9 2 9 13 13 12 12 8 7 8 8 7 7 9 12 14 17 11 13 14 15 16 15 13 12 11 9 7 5 4 2 2 5 2 -5 -13 -45 -77 -71 -25 -18 -10 5 11 17 19 22 24 24 21 18 11 8 9 3 0 4 7 0 4 7 2 2 6 3 0 4 0 -3 2 2 2 2 3 1 4 3 2 -1 -1
