# 43 windows of real detrended PPG, captured from the wrist overnight 2026-08-08 --
# the first night the capture path reached the phone (a u8 sample count could not
# express 256, so every earlier window was discarded as malformed).
# truth_bpm is the dominant spectral peak in 30-214 bpm, computed independently of
# the autocorrelation the estimator uses, so it cannot rubber-stamp the estimator's
# own mistakes. It is not an ECG; treat a disagreement as a question, not a verdict.
# Samples are int8, already detrended and scaled by the firmware.
time,truth_bpm,samples
2026-08-08 09:58:25,78,-63 -66 -67 -68 -67 -65 -65 -60 -61 -57 -57 -54 -50 -50 -50 -56 -59 -66 -69 -66 -69 -75 -69 -68 -75 -68 -63 -59 -50 -43 -39 -29 -22 -10 -13 -16 -18 -15 -13 -7 -10 -10 -9 -6 -7 -2 -4 -4 3 3 6 8 10 7 1 -1 -1 -8 -6 -5 0 4 5 10 11 9 16 16 15 25 21 24 27 21 18 18 20 19 15 22 25 30 32 33 42 40 42 49 53 58 60 55 52 45 46 43 36 35 40 34 39 35 37 36 38 41 44 44 44 55 49 45 41 34 32 35 35 36 31 28 33 37 36 33 33 43 43 44 41 32 27 18 19 14 7 4 11 8 13 18 24 30 39 53 64 75 76 77 71 63 64 58 52 52 49 44 44 42 40 48 43 43 39 39 42 37 35 24 17 7 2 -7 -6 -7 -8 -12 -11 -11 -2 -6 -2 6 11 13 13 23 23 7 4 -10 -14 -20 -18 -14 -15 -18 -10 -16 -6 -5 -3 0 -1 -2 3 3 2 3 -7 -7 -13 -11 -15 -22 -24 -22 -18 -23 -23 -16 -17 -24 -19 -29 -25 -24 -25 -35 -44 -51 -56 -59 -60 -57 -61 -59 -67 -61 -63 -55 -58 -60 -56 -52 -48 -41 -35 -35 -36 -40 -45 -40 -38 -38 -44 -35
2026-08-08 10:07:14,64,1 -6 -13 -25 -32 -25 -20 -7 -2 -3 4 5 4 -5 -21 -26 -21 -16 -37 -20 -33 -28 -29 -18 -7 -2 -2 5 4 -7 -6 -13 -22 -29 -18 -25 -22 -24 -27 -14 -11 -2 -7 2 5 -2 1 -6 -5 -17 -12 -21 -18 -15 -10 -17 -24 -17 -8 -9 -3 -8 5 14 21 28 31 34 45 44 43 34 26 21 18 23 10 7 14 13 10 21 16 16 37 32 47 52 51 52 63 64 77 68 66 59 50 43 32 27 36 19 26 37 18 31 27 30 41 48 41 42 59 54 67 62 77 77 72 63 44 35 32 27 26 19 18 11 12 0 15 20 17 14 9 14 17 34 17 18 12 -9 -26 -21 -34 -41 -42 -45 -56 -55 -56 -50 -45 -50 -51 -44 -33 -38 -23 -24 -27 -14 -29 -43 -48 -65 -68 -71 -70 -75 -72 -81 -78 -69 -87 -84 -77 -62 -65 -50 -53 -56 -37 -32 -31 -32 -32 -53 -54 -67 -68 -75 -72 -67 -70 -67 -68 -76 -61 -54 -57 -54 -47 -44 -27 -16 -13 0 1 11 16 23 8 3 2 -5 0 -9 -14 1 5 4 5 14 7 6 25 22 27 26 47 45 52 59 58 65 46 45 32 35 28 21 32 30 29 16 47 34 43 42 49 54 59 62 78 87
2026-08-08 10:19:40,82,-23 -23 -20 -20 -19 -20 -21 -17 -16 -20 -23 -28 -29 -34 -33 -30 -32 -34 -30 -29 -28 -32 -30 -33 -31 -32 -32 -30 -31 -35 -40 -43 -51 -53 -59 -58 -59 -59 -60 -62 -64 -67 -66 -60 -46 -31 -23 -5 11 31 45 46 49 43 36 32 27 28 27 25 21 21 18 19 19 21 21 19 18 14 8 2 -3 -9 -16 -25 -37 -36 -33 -29 -19 -5 8 18 30 37 37 37 35 31 34 35 33 29 26 32 34 36 36 38 37 37 39 40 45 41 43 40 33 32 33 30 28 28 28 30 31 33 32 33 36 36 39 42 43 42 37 33 29 27 24 24 22 26 26 24 23 23 25 25 27 30 34 33 30 25 22 16 15 16 17 16 16 17 17 16 18 20 21 23 25 27 24 18 12 7 1 -4 -4 -6 -4 -1 5 5 8 9 10 8 11 10 7 1 -2 -6 -9 -10 -8 -12 -10 -9 -8 -8 -9 -7 -9 -8 -6 -2 -4 -6 -12 -14 -19 -21 -24 -27 -28 -30 -28 -28 -24 -21 -12 -11 -8 -8 -3 -4 -10 -13 -17 -21 -17 -20 -20 -19 -21 -22 -20 -18 -16 -15 -14 -12 -11 -12 -16 -26 -27 -25 -27 -28 -29 -29 -31 -29 -27 -25 -24 -23 -22 -20 -18 -22 -24 -32
# --- 2026-08-09, the night the absolute-threshold trough rule shipped and
# --- halved 38 of these. Kept because a fixture that only contains the
# --- failure you already fixed cannot catch the one you introduce next.
2026-08-09 00:05:56,30,-7 -11 -18 -15 -9 -1 2 -9 -11 -6 -3 -3 3 3 2 -5 6 6 -7 -6 -11 -10 -7 -6 8 -1 4 3 0 8 6 7 4 -2 -7 -6 -12 -4 -2 1 3 9 18 17 10 7 5 3 -3 -5 -8 -5 -8 -3 0 -8 -8 -7 -7 -9 -5 -14 -7 -8 -1 -6 0 4 9 -2 -6 -11 -15 -24 -30 -25 -23 -17 -7 -4 -10 -13 -10 -6 -2 6 13 6 0 2 0 -3 -1 2 11 11 10 15 15 12 9 18 15 15 22 19 20 17 15 16 20 20 18 12 18 25 27 28 15 15 17 13 17 7 10 3 4 9 11 15 9 9 12 5 10 12 4 -1 -6 -1 1 7 11 7 11 7 1 6 5 6 11 10 7 0 3 7 14 15 11 5 11 11 5 -7 -12 -10 -18 -29 -25 -24 -23 -14 -20 -20 -18 -8 -3 -1 3 -1 -5 -18 -26 -21 -22 -18 -22 -16 -16 -11 -12 -18 -7 -13 -14 -10 -11 -14 -17 -17 -13 -12 -17 -10 -14 -10 -13 -13 -10 -14 -9 -14 -15 -13 -14 -9 -7 -6 -8 -5 -7 -7 -4 -7 -2 -3 -7 -2 -4 1 -2 -4 -8 -13 -8 -6 -4 -9 -10 -3 -7 -3 2 -3 -8 -19 -19 -7 12 27 31 46 58 65 66 61
2026-08-09 00:16:07,52,56 51 63 47 48 50 31 27 31 24 26 37 35 39 32 34 29 33 43 38 44 41 41 43 42 48 47 55 43 40 58 51 61 61 50 46 33 23 23 10 0 -10 -7 -9 -16 -18 -10 -21 -29 -50 -52 -52 -63 -31 -28 -18 -4 7 -5 4 28 30 45 39 50 44 42 43 33 20 32 42 21 -3 -18 -24 -34 -53 -29 -42 -24 -12 -11 -3 3 14 14 21 23 25 30 32 27 21 31 26 16 17 15 3 -18 -22 -47 -53 -41 -52 -58 -57 -63 -59 -54 -62 -75 -51 -51 -62 -54 -45 -49 -27 -30 -36 -48 -53 -49 -48 -54 -74 -71 -89 -94 -100 -102 -95 -69 -64 -52 -64 -59 -65 -72 -72 -82 -79 -83 -82 -78 -62 -59 -61 -62 -58 -60 -43 -55 -48 -50 -44 -45 -37 -47 -36 -30 -25 -29 -37 -34 -30 -23 -21 -33 -14 -8 -3 9 25 26 24 31 9 11 4 -6 -3 7 3 16 10 -11 3 5 -12 -2 -13 1 7 16 16 13 11 17 16 30 32 21 35 42 34 26 45 43 38 40 30 39 43 30 22 8 3 9 8 12 26 27 33 46 52 54 49 45 46 48 40 27 23 14 22 22 23 13 34 30 48 41 49 37 36 42 39 37 37 46 46 43 41
2026-08-09 01:46:06,36,-95 -95 -100 -84 -99 -87 -74 -68 -51 -47 -36 -10 1 -3 -8 -6 -16 -3 -3 8 4 9 23 34 36 23 27 18 18 17 25 13 14 -2 -5 -9 -12 -14 -3 -3 6 10 33 35 27 40 42 43 45 54 50 55 39 14 12 -3 -11 -12 -26 -23 -25 -33 -40 -34 -29 -45 -22 -34 -9 -11 -2 -14 -3 -21 -16 -26 -16 -17 5 -4 12 19 23 34 38 45 49 70 76 76 85 67 74 44 37 37 24 26 9 11 6 -6 -11 -3 -3 -10 -16 -3 -5 -22 -34 -31 -39 -34 -48 -43 -33 -38 -28 -24 -27 -15 -12 6 9 15 22 30 37 37 36 32 25 19 17 24 30 25 19 28 20 23 21 36 38 35 41 54 36 30 39 17 12 16 15 17 14 22 17 23 28 34 33 37 33 58 62 59 45 42 30 35 29 24 18 21 17 8 8 0 -5 -5 -18 -24 -31 -31 -28 -38 -49 -53 -58 -56 -61 -73 -67 -76 -66 -73 -69 -68 -64 -57 -53 -56 -46 -51 -47 -48 -48 -46 -29 -23 -24 -12 -11 -7 -4 0 1 -7 0 -8 -7 -7 -1 -4 -22 -33 -23 -28 -24 -31 -37 -34 -24 -31 -15 -14 -8 -6 7 19 14 26 33 25 22 22 29 29 34 44 49 47 55 54
2026-08-09 01:57:36,30,36 36 33 30 29 27 27 26 27 25 26 24 27 26 25 23 25 27 27 28 25 22 19 18 15 12 11 13 11 9 8 10 6 10 7 8 7 10 6 7 4 2 0 0 -1 -1 -3 -2 -1 -2 -3 0 -1 -1 0 0 0 -1 -2 -2 -6 -7 -6 -6 -5 -5 -10 -10 -11 -11 -10 -10 -11 -9 -10 -9 -11 -11 -14 -16 -15 -18 -14 -14 -12 -11 -11 -13 -14 -15 -18 -17 -18 -16 -14 -14 -14 -18 -19 -24 -26 -27 -27 -29 -28 -29 -31 -29 -33 -32 -32 -33 -30 -31 -27 -29 -26 -25 -27 -25 -26 -27 -30 -26 -29 -30 -31 -33 -33 -33 -35 -32 -32 -31 -31 -32 -29 -31 -33 -39 -37 -43 -42 -43 -48 -45 -49 -48 -48 -50 -52 -50 -51 -52 -49 -43 -42 -40 -38 -40 -34 -35 -33 -30 -26 -22 -15 -12 -5 -3 5 10 16 24 27 34 42 48 49 52 55 61 63 66 69 74 76 76 79 84 84 87 88 88 89 90 90 86 83 73 72 69 65 61 57 57 52 49 45 47 40 39 34 32 31 26 19 17 15 12 10 9 7 6 4 0 1 0 0 -3 -2 -1 -5 -12 -14 -16 -18 -24 -23 -25 -25 -29 -33 -31 -33 -35 -35 -39 -41 -44 -49 -47 -55 -59 -62 -65
2026-08-09 02:16:09,76,94 97 75 67 50 44 47 35 40 36 36 39 45 36 32 33 37 36 52 52 63 61 62 58 43 31 23 18 12 17 13 12 16 12 11 5 20 14 19 23 32 36 30 35 15 -2 -6 1 -15 -15 -10 -16 -21 -15 -12 2 -17 1 -1 2 6 5 -3 -16 -22 -28 -41 -45 -36 -44 -39 -41 -33 -42 -34 -35 -27 -22 -20 -11 -11 -11 -20 -40 -51 -45 -50 -54 -60 -51 -61 -62 -54 -53 -47 -41 -38 -30 -33 -23 -20 -20 -21 -37 -45 -44 -52 -57 -47 -52 -44 -46 -39 -47 -30 -28 -25 -19 -21 -4 -14 -15 -33 -30 -38 -35 -43 -27 -40 -38 -33 -23 -20 -20 -14 -23 -15 4 4 15 5 -16 -18 -20 -27 -23 -24 -16 -19 -25 -25 -18 -12 -7 -5 6 4 6 19 19 0 -6 -3 -7 -8 -8 -6 -7 -9 -14 -2 -15 -13 -5 12 2 19 21 24 24 22 11 5 0 6 -5 -5 -2 0 -2 3 9 -6 2 17 23 19 24 28 29 25 18 10 -1 -3 -5 -4 0 3 -5 6 8 4 19 13 16 20 21 25 35 20 24 13 5 14 10 -3 7 -3 2 2 3 11 10 10 30 23 29 34 40 43 39 37 30 24 21 21 16 8 3 21 17 18 20 31 19
2026-08-09 02:28:36,74,55 59 71 52 40 38 28 10 4 8 17 5 11 17 15 11 11 20 20 32 30 38 42 58 56 43 23 11 9 3 1 -15 8 12 -2 2 6 14 10 2 21 23 27 41 49 33 21 14 2 -8 -10 -8 -2 -2 5 -3 19 1 3 15 25 24 42 36 26 32 10 4 -8 -19 -19 -17 -19 -19 -25 -23 -18 -12 -10 -20 4 0 8 4 21 27 3 -15 -21 -23 -35 -42 -36 -44 -40 -46 -36 -48 -29 -29 -19 -25 -27 -13 -9 3 10 -4 -22 -42 -44 -50 -50 -53 -49 -51 -43 -45 -53 -43 -32 -24 -30 -14 -12 2 0 12 -13 -29 -27 -39 -35 -37 -33 -40 -38 -32 -24 -32 -28 -22 -12 -7 1 3 17 9 -9 -23 -32 -36 -34 -42 -20 -42 -32 -33 -39 -31 -23 -23 -7 -9 5 0 8 8 -8 -18 -34 -40 -39 -37 -31 -25 -39 -27 -23 -15 -16 -18 -6 2 10 20 16 19 5 -13 -25 -23 -23 -37 -26 -24 -20 -20 -22 -18 -6 -6 -9 9 13 19 27 31 21 12 -2 -12 -10 -2 -4 2 1 -11 -1 5 11 15 27 27 38 38 42 38 24 10 -4 -5 -9 3 -1 11 3 3 12 12 10 24 34 32 48 64 91 91 87 81 65 51 55 54 50 52
2026-08-09 02:36:08,75,2 -10 -18 10 -2 14 9 13 17 25 37 41 65 29 9 -11 -23 -27 -24 -12 -28 -12 -28 -12 -12 -4 20 4 20 31 55 35 67 75 39 23 27 7 3 7 11 10 10 34 14 30 30 38 50 62 78 70 77 73 65 45 37 25 25 9 21 37 1 20 24 28 20 44 52 56 48 68 52 52 27 19 15 -25 7 -9 -9 7 11 -5 -25 2 14 26 18 26 26 42 30 6 -26 -46 -46 -63 -51 -51 -71 -55 -59 -55 -63 -55 -35 -55 -44 -40 -4 -8 -16 -48 -60 -68 -104 -76 -64 -68 -69 -65 -57 -81 -53 -53 -45 -17 -45 -21 15 -6 -10 -50 -62 -62 -78 -94 -54 -46 -54 -62 -71 -27 -47 -43 -27 -23 -11 -7 1 21 -3 -20 -52 -52 -52 -52 -24 -60 -48 -48 -28 -32 -17 -5 -13 -13 15 11 31 27 23 -9 -17 -37 -22 -50 -22 -34 -42 -54 -46 -42 -54 -42 -14 -11 1 -15 -3 13 13 -15 -19 -35 -31 -39 -24 -44 -44 -40 -40 -12 -32 8 -4 4 24 39 51 55 67 47 51 27 31 15 15 -1 7 30 14 6 10 34 38 34 54 42 58 42 65 69 69 37 49 25 13 25 9 13 33 8 36 36 24 44 32 64 80 56 84 76 43 19
2026-08-09 02:46:13,74,25 -11 29 45 32 32 32 56 47 59 91 55 63 22 -2 2 -22 -26 -23 -11 -11 -15 -16 4 8 24 48 43 51 55 75 78 66 58 26 22 -7 -3 -7 5 4 4 4 12 20 19 23 31 63 62 58 62 78 42 17 -11 -3 -15 -4 20 0 24 4 11 23 27 15 14 50 30 42 50 69 5 -7 -11 -16 -20 -20 -20 12 -17 -9 -1 -29 7 -2 2 10 2 25 25 13 -15 -47 -44 -60 -52 -52 -61 -45 -41 -25 -41 -22 -22 -26 -22 -27 1 13 21 25 -16 -48 -36 -52 -57 -57 -45 -53 -49 -42 -34 -66 -58 -27 -47 -27 -15 5 -4 -4 -12 -40 -68 -77 -69 -81 -69 -70 -74 -50 -62 -50 -47 -35 -35 -15 0 4 8 -8 -4 -33 -29 -57 -57 -86 -74 -62 -62 -66 -59 -71 -63 -39 -48 -44 -20 -24 -16 -13 -5 -29 -45 -73 -94 -82 -70 -74 -63 -59 -59 -63 -60 -52 -56 -24 -20 -37 -17 -13 -5 -1 14 -10 -26 -34 -35 -39 -31 -7 -39 -24 -16 -4 -20 -9 -5 3 11 51 38 70 66 74 33 41 21 21 21 32 28 24 24 39 35 39 63 59 70 74 66 82 77 93 89 85 53 40 36 44 44 44 43 43 51 43 66 78 82 78 66 93 89
2026-08-09 02:55:59,68,-93 -81 -100 -92 -90 -81 -77 -72 -70 -52 -57 -51 -42 -30 -34 -35 -25 -40 -60 -67 -55 -51 -58 -54 -57 -51 -53 -38 -38 -35 -29 -23 -20 -8 -3 13 15 12 24 7 -13 -21 -22 -18 -21 -21 -17 -8 -2 -7 -7 3 10 20 25 25 42 36 38 35 35 16 10 4 9 15 14 18 18 9 21 18 28 38 35 53 54 52 66 71 73 60 54 30 35 27 26 36 30 9 31 24 30 31 47 47 52 54 69 57 65 70 78 59 43 33 22 20 27 25 35 18 20 25 27 33 32 46 41 45 63 60 66 69 71 56 36 24 21 9 10 8 12 5 13 -2 6 16 15 17 28 18 30 35 39 44 50 36 25 19 4 -8 -18 -17 -7 -14 -10 -14 -17 -7 -12 -12 5 -7 9 24 12 15 29 15 -6 -16 -17 -25 -31 -28 -26 -25 -21 -27 -26 -22 -19 -27 -15 4 6 7 13 13 2 -2 -13 -31 -41 -54 -44 -43 -55 -36 -50 -44 -29 -35 -32 -26 -18 -1 -1 4 20 18 19 5 -10 -4 -20 -17 -27 -18 -8 -20 -13 -23 -12 -14 -6 -3 -11 -4 0 0 7 11 -6 -16 -39 -39 -39 -44 -40 -45 -45 -33 -42 -36 -29 -27 -15 -20 -18 -9 7 13 8 -8
2026-08-09 03:06:38,66,-104 -120 -103 -107 -103 -82 -86 -81 -65 -37 -24 -28 8 -27 -39 -74 -86 -66 -61 -69 -48 -64 -100 -67 -67 -58 -42 -42 -17 -29 -8 4 8 25 33 18 22 -18 -25 -25 -32 -16 8 5 -19 21 2 14 15 15 11 28 28 25 57 49 74 46 43 -1 -17 -24 -16 -3 -15 -3 -18 -6 -21 -5 -1 8 12 5 -3 17 26 38 70 55 47 36 -4 -16 -3 -23 -2 -18 2 -1 -33 -12 8 16 9 5 26 34 50 51 51 84 92 80 65 33 -2 6 6 -5 7 -5 20 16 9 9 1 42 34 35 43 43 56 76 77 93 117 82 62 55 19 35 52 48 49 41 13 26 34 55 55 43 56 68 68 97 109 122 98 86 59 47 36 24 16 49 37 46 6 10 27 23 20 28 52 29 45 54 54 54 83 55 36 8 -12 -23 -15 -26 -18 -38 3 -41 -9 -24 -44 -27 -15 -39 -10 -6 7 19 35 32 20 -3 -59 -63 -70 -54 -33 -73 -41 -48 -52 -63 -47 -35 -34 -34 -42 -1 -5 12 40 32 21 -3 -22 -46 -54 -61 -25 -40 -28 -36 -39 -35 -18 -18 -34 -17 -21 -16 -16 28 13 13 -2 -54 -62 -57 -69 -64 -56 -56 -67 -39 -59 -54 -66 -49 -45 -37 -48 -24
2026-08-09 03:16:47,64,57 46 47 53 62 59 66 61 72 92 85 94 103 102 99 93 80 73 56 65 56 49 41 42 25 32 31 36 34 45 40 51 42 55 63 72 83 80 67 56 42 41 24 27 14 -9 0 -10 -11 -16 -9 -16 -7 -11 -4 1 18 21 30 22 35 36 35 28 15 5 -20 -21 -30 -37 -32 -45 -49 -56 -41 -46 -39 -36 -26 -23 -20 -7 6 19 25 6 9 -2 -17 -36 -37 -45 -40 -53 -50 -57 -62 -70 -55 -68 -51 -36 -37 -29 -22 -19 -10 -1 2 -8 -13 -34 -47 -52 -73 -70 -90 -87 -88 -93 -100 -91 -95 -94 -81 -80 -69 -60 -46 -55 -34 -25 -22 -21 -33 -58 -65 -78 -85 -88 -91 -99 -110 -109 -110 -103 -96 -88 -79 -66 -69 -58 -49 -47 -32 -25 -36 -33 -36 -50 -59 -74 -63 -76 -69 -66 -82 -81 -84 -63 -72 -63 -47 -42 -27 -20 -5 6 0 -1 -10 -1 -18 -29 -28 -34 -35 -30 -35 -26 -33 -21 -14 -9 2 9 14 24 39 60 71 56 45 47 42 21 16 7 -8 -3 1 -6 -5 -4 -3 8 18 17 22 41 50 45 61 76 73 76 67 74 62 45 38 41 32 31 30 32 33 36 37 42 55 67 66 77 90 101 118 110 115 104 117 102 93 93 100 81
2026-08-09 03:27:12,64,64 55 63 54 48 43 45 48 58 65 65 80 86 86 99 91 80 66 51 39 20 22 11 11 6 4 -1 7 -4 -4 1 15 4 10 17 33 30 42 37 35 22 20 1 -9 -8 -12 -11 -3 -2 -12 -11 -1 0 -14 8 5 19 22 12 31 37 30 28 21 5 -10 -14 -7 -9 -8 -12 -9 -13 -16 -2 -7 1 8 2 11 31 32 34 19 3 -10 -28 -41 -45 -44 -46 -49 -55 -48 -66 -51 -55 -60 -54 -50 -41 -37 -32 -18 -13 -1 -10 -14 -25 -43 -62 -70 -81 -81 -80 -78 -71 -85 -86 -78 -81 -71 -68 -66 -53 -41 -38 -40 -29 -23 -14 -26 -25 -31 -42 -60 -65 -69 -74 -70 -77 -77 -83 -78 -78 -71 -67 -60 -54 -41 -29 -24 -16 -5 -5 2 -4 -5 -25 -24 -28 -37 -29 -26 -30 -29 -35 -26 -16 -23 -15 -10 -4 7 17 6 14 25 35 18 18 3 -5 -14 -14 -7 5 -1 -8 -4 3 7 14 20 23 25 36 40 53 53 50 58 49 47 28 24 11 11 10 10 3 9 -4 6 -1 7 6 14 31 27 38 42 49 45 52 48 51 49 30 16 18 9 11 4 12 17 11 -4 10 11 25 24 24 31 39 38 40 47 61 62 60 55 43 28 26 17
2026-08-09 03:37:09,67,23 27 28 31 35 41 44 52 54 53 61 71 75 72 53 35 22 12 12 10 11 18 15 13 17 16 17 23 25 36 38 41 47 51 56 59 47 26 10 6 -1 -1 9 0 5 8 3 2 6 5 14 16 23 24 26 31 44 32 15 -9 -25 -27 -27 -29 -30 -28 -28 -30 -32 -26 -25 -20 -17 -10 -7 -2 1 11 16 13 -6 -25 -39 -44 -46 -47 -48 -43 -47 -49 -42 -45 -42 -33 -31 -29 -23 -11 -14 -4 -1 3 -16 -27 -44 -47 -60 -58 -52 -54 -49 -49 -46 -44 -40 -41 -33 -25 -24 -14 -12 -10 1 -4 -15 -34 -39 -45 -49 -54 -49 -46 -41 -45 -41 -35 -36 -35 -25 -19 -17 -7 -9 3 6 -5 -22 -31 -41 -50 -47 -39 -42 -39 -39 -34 -29 -27 -24 -18 -11 -4 -4 2 12 13 18 23 18 -2 -14 -24 -27 -33 -28 -33 -29 -27 -29 -23 -19 -11 -17 -8 -3 5 11 15 18 28 38 41 37 18 1 -7 -14 -17 -15 -17 -14 -15 -10 -10 -8 -4 3 4 13 15 24 31 33 42 50 57 50 32 19 10 2 4 3 9 10 10 10 14 14 19 21 32 29 38 47 48 57 63 54 39 26 20 11 7 11 13 20 20 18 19 22 24 29 40 41 46
2026-08-09 03:48:24,66,-6 -8 8 12 21 17 23 25 35 37 47 60 60 66 76 90 78 63 41 7 1 -1 15 13 32 20 20 22 30 34 34 31 45 47 55 69 65 67 72 62 28 2 -18 -12 -26 -19 -3 5 -7 3 3 5 6 16 26 32 36 38 44 35 49 49 25 1 -19 -38 -48 -48 -34 -36 -32 -24 -29 -29 -23 -17 -1 5 5 4 10 20 20 36 42 38 9 -19 -41 -29 -41 -41 -33 -30 -20 -8 -14 -12 -4 0 9 9 21 21 25 23 38 4 -20 -46 -68 -80 -66 -55 -49 -51 -53 -41 -45 -45 -32 -34 -40 -20 -14 -10 -2 -1 -9 -7 -37 -61 -93 -97 -108 -106 -88 -76 -84 -88 -86 -75 -77 -61 -51 -53 -33 -40 -28 -32 -18 -16 -16 -18 -49 -75 -87 -99 -91 -99 -87 -74 -68 -76 -70 -68 -60 -52 -41 -31 -27 -29 -15 -11 7 8 6 -8 -36 -50 -54 -52 -45 -37 -17 -29 -17 -13 -9 -8 14 4 16 26 28 39 45 45 47 25 -5 -13 -22 -24 -12 -4 2 0 -2 -1 1 21 23 33 41 39 60 68 66 74 76 78 78 59 29 13 1 3 7 23 14 28 22 28 36 38 35 45 59 65 63 69 63 86 84 94 90 66 40 14 17 23 17 23 39 39
2026-08-09 03:55:58,62,-73 -69 -67 -62 -52 -58 -46 -32 -32 -34 -58 -78 -85 -99 -83 -77 -61 -59 -59 -59 -62 -50 -54 -46 -30 -20 -18 -18 -1 9 15 15 -3 -19 -37 -35 -39 -30 -24 -16 -24 -8 -22 -16 -10 7 3 1 17 15 35 29 41 51 50 20 6 -14 -20 -14 -18 -16 -13 -9 -7 -3 -3 5 9 5 25 26 36 42 46 56 54 56 60 57 33 9 -1 -11 1 1 -3 13 8 14 12 8 10 14 26 30 37 37 45 49 53 61 75 75 62 26 6 2 -2 -6 8 12 16 19 23 27 25 41 33 39 45 64 66 72 82 94 84 76 64 38 23 25 33 31 33 49 39 43 48 54 54 58 60 50 54 62 60 81 85 83 69 53 25 -3 -25 -18 -8 -14 -16 -16 -20 -14 -14 -7 -5 7 15 9 13 25 31 17 26 32 34 32 6 -32 -40 -50 -47 -45 -31 -33 -37 -49 -49 -33 -35 -28 -28 -28 -22 -16 -8 4 -2 5 7 25 13 15 -27 -49 -67 -67 -68 -56 -50 -36 -44 -44 -32 -30 -25 -15 -17 -3 -7 9 15 21 24 30 12 -6 -34 -46 -44 -36 -32 -25 -21 -19 -25 -17 -19 -9 -13 -8 -2 -2 2 8 22 16 16 6 -35 -57 -67 -71 -77 -61 -63 -57
2026-08-09 04:06:14,70,31 8 33 42 59 19 36 45 30 63 32 25 33 34 27 28 -3 6 7 39 -16 9 10 11 36 -12 29 6 -9 8 -23 18 58 19 52 -11 6 31 23 40 1 10 19 -44 -36 -3 22 -1 0 -7 -6 -22 11 20 -11 -42 -33 40 -8 9 10 -13 -52 -75 5 -50 -33 -64 1 -30 -37 -13 -44 -35 -42 -9 0 -31 -39 -22 35 28 21 -10 -18 15 -32 9 -6 -29 -37 -20 -51 -26 -1 -16 33 -23 -14 -29 -4 -11 -2 -2 -9 -48 -55 -78 -77 -28 -4 -35 -26 -41 -8 -47 -46 -46 -45 -28 -27 -26 -41 -1 -8 -7 26 -21 -28 -11 -3 -10 -57 -8 -15 -38 -13 -37 -12 -3 -18 -33 24 40 41 50 19 4 5 -2 6 -33 8 -47 -22 3 -37 -4 -11 6 23 32 48 33 26 3 -4 13 22 38 31 16 9 10 19 4 12 5 22 23 16 25 -15 10 19 12 21 -2 47 23 56 -15 26 -29 12 37 -11 14 23 8 -23 34 10 35 52 13 14 15 48 40 9 18 3 -20 5 21 -26 -9 -8 9 -14 3 -21 -20 5 -18 -17 8 8 1 -14 11 4 13 6 14 -17 -24 -23 -22 -29 -61 20 -19 -2 -1 -8 25 9 42 19 -12 45 -10 22 -9
2026-08-09 04:16:12,129,36 36 34 34 35 33 33 32 32 33 32 32 31 29 30 31 29 31 29 30 28 28 28 26 25 23 23 21 21 21 21 20 18 19 19 17 19 18 16 16 16 16 15 15 15 14 13 12 10 8 7 7 7 6 6 5 3 5 4 3 3 4 2 3 2 2 1 2 1 0 -2 -3 -4 -5 -7 -6 -7 -7 -7 -8 -8 -9 -9 -10 -10 -9 -9 -9 -10 -10 -9 -10 -10 -11 -11 -13 -15 -17 -18 -19 -18 -17 -19 -20 -21 -21 -22 -25 -29 -28 -31 -32 -29 -30 -23 -25 -29 -27 -26 -28 -24 -27 -26 -26 -28 -31 -31 -31 -36 -42 -48 -56 -64 -67 -66 -58 -53 -49 -46 -46 -52 -62 -72 -80 -78 -75 -63 -54 -41 -47 -53 -50 -62 -73 -81 -84 -65 -58 -49 -32 -25 -21 -11 -11 -11 -21 -34 -39 -27 -14 -9 -6 0 12 13 12 1 -7 -16 -7 -3 4 4 15 24 26 29 30 29 29 33 36 41 44 46 45 45 42 43 39 37 36 34 33 32 29 26 25 21 19 18 12 10 11 10 10 10 10 9 8 7 3 -1 -3 -3 -2 -2 -3 5 5 9 9 4 -4 -15 -18 -12 -3 12 28 37 43 45 45 45 48 48 47 45 42 43 44 41 37 33 28
